WS_nonfish,Fishery,Atmospheric,Hydrological,F_other,Total_Watershed
20.162627116416594,14.457876009035973,12.356973955065422,39.14747965523586,13.87504288242171,34.620503125452565
11.206588581519282,22.327495562685908,17.345618909108182,40.22104387349881,8.89925320422265,33.53408414420519
11.360773816295511,15.744125358051143,17.450894966636046,42.63024712333848,12.813958181287406,27.104899174346656
12.414739533920148,16.68845362000303,24.73521066619448,45.18719749416208,0.9743987193873505,29.10319315392318
32.06269389691987,12.520730982058687,14.810615006860317,33.902286966805065,6.703673037134227,44.583424878978555
11.691428415180004,17.15791810255702,6.126553493244128,46.45836286230825,18.56573707636271,28.849346517737025
69.76118346776543,6.343061438708271,4.714658382164008,17.175058664810088,2.0060380000197795,76.10424490647371
32.68861245287046,14.873228193088913,11.30846421704586,40.272125568979206,0.8575695652878298,47.56184064595937
22.70955590205455,14.72735585241872,9.94926382954853,42.707780090470294,9.906044152645135,37.43691175447327
24.736839618485284,28.189150617589615,22.28091018138549,13.243144586184187,11.549954954996553,52.925990236074895
13.28119958020389,17.679035072171047,13.42525816591369,47.86938727234006,7.74512009094099,30.960234652374936
24.35895042827277,16.329017040956806,18.102862403590084,30.234993696286004,10.974176287147586,40.68796746922958
24.60213026376354,14.539516977059048,11.061808593455408,39.368538276344495,10.428005590725991,39.14164724082259
31.27375192647474,16.230623755658318,9.96220811789729,34.34340635725692,8.190009842712742,47.50437568213306
24.42495527470995,16.14315678596465,6.267208966334854,43.710701451227365,9.453977166486705,40.5681120606746
27.85854535673006,11.628435042081103,15.699861009668608,31.486224113942676,13.326934955289419,39.48698039881116
33.197178378754714,6.4481355532345175,35.773788357124545,17.459567036450384,7.121330447380301,39.64531393198923
22.80307107087623,15.415724741255982,7.458850633923545,41.74103929940081,12.581313530773294,38.218795812132214
10.667476297710303,19.35752625460494,13.954029362035534,52.41422493554568,3.606743192705336,30.025002552315243
17.20484561513211,14.800408286858744,15.763866845207305,46.08369909238479,6.147180225562141,32.005253901990855
23.347651739015376,13.437370701987797,13.13873070000021,36.38426528538235,13.691981218740795,36.78502244100317
19.04357890826095,15.339315359997519,16.58617720216086,41.534146205531734,7.496782144003264,34.38289426825847
19.35289857764038,13.021855360680822,18.011461363994346,35.259177591997314,14.35460733495375,32.374753938321206
11.5794066680079,15.954842736052028,20.275586187594488,43.200804946848564,8.989359695585094,27.534249404059928
7.036091017853215,13.3945572096163,29.927663901941408,36.32282375705819,13.318864427968924,20.430648227469515
23.969691532106207,17.291141595705493,11.21422010205962,46.81909108991026,0.7058556802184377,41.2608331278117
33.56233114677683,14.792827878210907,4.1798275867235315,40.054426254847996,7.4105871117368505,48.355159024987735
13.63191721230304,14.650140143749093,20.212638565262875,39.66807177384369,11.837232347830415,28.282057356052135
60.16493570373368,11.981193982398636,9.249522955332669,6.666038380091129,11.938308697184633,72.14612968613233
29.864445040695568,13.098299475171821,12.357451581198491,35.46616473277293,9.213639477644552,42.962744515867385
19.51074219747731,17.49181137726979,12.13808026369881,47.36244311383819,3.4969230477158897,37.0025535747471
9.30579315806675,16.493985052331094,12.681574335396808,44.66063644938881,16.85801090801721,25.799778210397847
25.93834030852991,19.6249130224393,13.866337900112237,27.55426498781766,13.016143953861892,45.56325333096921
27.499971024240317,16.223422801931957,10.326540589448815,43.92803712523114,2.022028548408517,43.72339382617227
10.592118248726587,17.46098690587497,15.322658147750582,47.27897992975378,9.345256409233583,28.05310515460156
16.03164562433436,15.311953721184137,14.847661872464037,41.4600593065909,12.348678891321892,31.3435993455185
1.9870159470574884,18.18709657608811,21.116210027632256,49.245061498330884,9.464615710735734,20.1741125231456
30.23716424993117,13.27736649050199,7.193908498402799,35.95102311274385,13.340537960107163,43.51453074043316
23.17941797349886,15.787990766819707,10.565167702920576,42.7490211532349,7.718402612001989,38.96740874031857
27.61410328878408,14.219096341826537,10.093359056339775,38.50093778709956,9.572503651122851,41.833199630610615
11.20448614118432,23.172231567356448,24.88036900884409,35.09680918390506,5.646103979716757,34.37671770854077
24.968180666667493,14.932966357583116,10.83121177740883,40.43387813745582,8.833763279979934,39.901147024250605
4.862751753727755,20.43238203132871,14.126217377229349,55.324603654059274,5.254045273589549,25.295133785056464
25.485358690783595,11.865122899922344,16.254659437640637,43.31192844453866,3.082930405255941,37.35048159070594
45.840227611606096,9.873993514977636,14.36109335748358,26.73573628670866,3.1889491567888433,55.71422112658373
2.56291158312607,19.01148452450581,25.978783833686563,51.47725040481575,0.9695696887326684,21.57439610763188
18.014331384589696,17.605631788963546,13.391899964370303,47.67063376703976,3.3175031725291872,35.619963173553245
2.3989604981516193,20.96108903145637,9.620239199444761,56.75617953132803,10.26353201640457,23.36004952960799
22.89510233457233,19.65472962116906,4.366624387703088,50.11128369668978,2.9722599382378085,42.54983195574139
21.726790914308822,16.686256365156453,13.837598364527059,45.18124800411594,2.568106413096555,38.413047279465275
30.04324807327441,6.729724109668231,18.045824626063798,37.66514852356909,7.516054608181717,36.77297218294264
18.969904517913672,14.781408206062283,16.314334118880666,42.65000664704556,7.284346835405123,33.75131272397596
12.678089066092967,18.98407137745134,8.091172470344375,51.40302403740672,8.843642909438296,31.66216044354431
26.100766806775614,12.217985624127502,14.694148501992629,43.21264883272693,3.7744501805989636,38.31875243090312
21.74743321988324,13.277619852038121,8.908616322108816,48.21547060179765,7.850860276903481,35.02505307192136
19.54348916890452,20.120092049991925,16.022628755222925,30.47585114529995,13.837939234820944,39.66358121889645
15.218101158114212,11.483132427777806,10.676310141525377,57.081595071603076,5.540861015652062,26.70123358589202
23.915616619122524,16.582842228149275,7.065155329001731,44.901234340834954,7.535151263919724,40.4984588472718
16.765827182642642,15.864974443978921,11.589900708374724,42.95746926369677,12.821828447860847,32.63080162662156
61.146432340255444,6.981244037809203,5.318543978882022,18.903060779298762,7.650718699869456,68.12767637806465
16.06692030509437,15.420287000682825,11.1406295021632,41.753392494156586,15.6187702001638,31.487207305777197
27.42305321117314,15.821192673407939,11.751393042456218,42.83892170030457,2.165439395870865,43.244245884581076
8.191104310120732,11.465210150456285,12.86881754945427,58.845418978345705,8.629449280769487,19.656314460577015
26.63595263018194,17.73119338317131,7.478050465021122,48.0106159298177,0.1441875926209064,44.36714601335325
19.294628484269296,15.400717430516291,12.354171607490589,41.70040411955182,11.250078312980415,34.69534591478559
14.44372585231224,22.61390093000241,18.368763332117823,32.45724893991269,12.11636104519159,37.05762678231465
18.745702313537635,16.312407398987173,11.529176069177904,44.16898003418065,9.243734543117984,35.05810971252481
35.08692181242171,13.085695269498418,7.5168189946218975,35.43203642202648,8.8785273862362,48.17261708192012
21.508721534602934,14.67313289629174,11.514261520769772,39.730329073036096,12.57355467390338,36.181854430894674
